x,y,value
93,13,1
93,14,1
93,15,0
93,16,1
93,17,1
93,18,0
93,19,1
93,20,0
93,21,1
93,22,1
93,23,1
93,24,1
93,25,0
93,26,0
93,27,1
93,28,1
93,29,1
93,30,0
93,31,0
93,32,1
93,33,1
93,34,1
93,35,0
93,36,0
93,37,0
93,38,0
93,39,1
93,40,0
93,41,1
93,42,0
93,43,1
93,44,1
93,45,1
93,46,0
93,47,1
93,48,0
93,49,1
94,0,1
94,1,1
94,2,1
94,3,0
94,4,1
94,5,1
94,6,0
94,7,0
94,8,1
94,9,0
94,10,0
94,11,1
94,12,1
94,13,1
94,14,1
94,15,1
94,16,1
94,17,0
94,18,0
94,19,0
94,20,0
94,21,0
94,22,0
94,23,0
94,24,1
94,25,0
94,26,0
94,27,0
94,28,0
94,29,1
94,30,1
94,31,1
94,32,1
94,33,0
94,34,0
94,35,0
94,36,1
94,37,1
94,38,0
94,39,0
94,40,0
94,41,0
94,42,1
94,43,0
94,44,0
94,45,1
94,46,0
94,47,1
94,48,1
94,49,0
95,0,1
95,1,1
95,2,0
95,3,1
95,4,0
95,5,0
95,6,1
95,7,1
95,8,1
95,9,0
95,10,0
95,11,1
95,12,1
95,13,1
95,14,0
95,15,0
95,16,1
95,17,1
95,18,0
95,19,0
95,20,1
95,21,0
95,22,1
95,23,0
95,24,0
95,25,0
95,26,1
95,27,1
95,28,0
95,29,0
95,30,1
95,31,1
95,32,1
95,33,1
95,34,0
95,35,0
95,36,1
95,37,1
95,38,1
95,39,0
95,40,1
95,41,1
95,42,1
95,43,1
95,44,1
95,45,1
95,46,0
95,47,0
95,48,1
95,49,0
96,0,0
96,1,0
96,2,0
96,3,0
96,4,0
96,5,1
96,6,1
96,7,0
96,8,0
96,9,1
96,10,0
96,11,1
96,12,1
96,13,0
96,14,0
96,15,0
96,16,0
96,17,1
96,18,1
96,19,0
96,20,0
96,21,1
96,22,1
96,23,0
96,24,1
96,25,0
96,26,1
96,27,0
96,28,1
96,29,1
96,30,0
96,31,0
96,32,0
96,33,0
96,34,1
96,35,0
96,36,0
96,37,0
96,38,0
96,39,0
96,40,1
96,41,1
96,42,1
96,43,1
96,44,1
96,45,0
96,46,0
96,47,1
96,48,0
96,49,1
97,0,0
97,1,0
97,2,1
97,3,0
97,4,0
97,5,1
97,6,0
97,7,1
97,8,1
97,9,0
97,10,1
97,11,1
97,12,0
97,13,0
97,14,0
97,15,1
97,16,1
97,17,1
97,18,0
97,19,1
97,20,0
97,21,0
97,22,0
97,23,0
97,24,1
97,25,0
97,26,1
97,27,1
97,28,1
97,29,0
97,30,1
97,31,1
97,32,0
97,33,0
97,34,0
97,35,0
97,36,0
97,37,1
97,38,0
97,39,0
97,40,0
97,41,0
97,42,0
97,43,0
97,44,0
97,45,0
97,46,0
97,47,1
97,48,0
97,49,0
98,0,0
98,1,0
98,2,1
98,3,0
98,4,0
98,5,0
98,6,0
98,7,1
98,8,1
98,9,0
98,10,0
98,11,0
98,12,0
98,13,1
98,14,1
98,15,0
98,16,0
98,17,0
98,18,0
98,19,0
98,20,0
98,21,1
98,22,0
98,23,0
98,24,1
98,25,0
98,26,0
98,27,0
98,28,1
98,29,1
98,30,1
98,31,1
98,32,1
98,33,0
98,34,1
98,35,0
98,36,0
98,37,1
98,38,0
98,39,1
98,40,1
98,41,0
98,42,1
98,43,1
98,44,1
98,45,0
98,46,1
98,47,1
98,48,0
98,49,0
99,0,1
99,1,1
99,2,1
99,3,1
99,4,1
99,5,0
99,6,0
99,7,1
99,8,1
99,9,1
99,10,1
99,11,0
99,12,0
99,13,1
99,14,0
99,15,0
99,16,0
99,17,1
99,18,1
99,19,1
99,20,1
99,21,1
99,22,0
99,23,1
99,24,0
99,25,0
99,26,0
99,27,0
99,28,1
99,29,1
99,30,0
99,31,1
99,32,0
99,33,0
99,34,0
99,35,0
99,36,0
99,37,1
99,38,1
99,39,1
99,40,0
99,41,0
99,42,1
99,43,1
99,44,0
99,45,0
99,46,1
99,47,1
99,48,0
99,49,0
